City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
180,Plettenberg Bay,ZA,2021-10-30 18:21:28,-34.0527,23.3716,59.38,92,1,2.44
181,Ilulissat,GL,2021-10-30 18:18:28,69.2167,-51.1,30.94,88,100,5.84
182,Dunedin,NZ,2021-10-30 18:21:28,-45.8742,170.5036,50.5,83,0,1.52
183,Tomatlan,MX,2021-10-30 18:21:29,19.9333,-105.25,87.58,58,28,4.45
184,Ust-Maya,RU,2021-10-30 18:21:29,60.4167,134.5333,-5.35,100,39,1.86
185,Lebu,CL,2021-10-30 18:21:29,-37.6167,-73.65,55.15,67,85,17.94
186,Ulaangom,MN,2021-10-30 18:21:30,49.9811,92.0667,33.17,74,99,2.17
187,Chulman,RU,2021-10-30 18:21:30,56.8479,124.9104,-0.51,98,28,2.39
188,Shache,CN,2021-10-30 18:21:30,38.4167,77.2406,49.21,31,3,4.0
189,Saldanha,ZA,2021-10-30 18:21:31,-33.0117,17.9442,62.11,85,61,16.58
190,Lamont,US,2021-10-30 18:21:32,35.2597,-118.9143,82.81,41,17,3.0
191,Alta Floresta,BR,2021-10-30 18:21:32,-9.8756,-56.0861,98.94,28,34,2.19
192,George,ZA,2021-10-30 18:21:32,-33.963,22.4617,59.52,89,11,3.27
193,Rani,IN,2021-10-30 18:21:33,25.3503,73.3089,71.71,30,20,4.76
194,San Quintin,MX,2021-10-30 18:17:06,30.4833,-115.95,69.03,70,0,8.66
195,Whyalla,AU,2021-10-30 18:20:00,-33.0333,137.5833,55.02,56,33,8.43
196,Avera,US,2021-10-30 18:17:41,33.194,-82.5271,63.37,62,89,12.53
197,Puerto Ayacucho,VE,2021-10-30 18:18:25,5.6639,-67.6236,86.11,67,85,2.89
198,Porto Novo,BJ,2021-10-30 18:17:48,6.4965,2.6036,80.38,81,100,6.8
199,Makakilo City,US,2021-10-30 18:18:18,21.3469,-158.0858,78.62,75,1,0.0
200,Hirara,JP,2021-10-30 18:21:34,24.8,125.2833,75.72,73,78,12.48
201,Hamilton,US,2021-10-30 18:20:44,39.1834,-84.5333,58.12,95,100,1.99
202,Yinchuan,CN,2021-10-30 18:21:34,38.4681,106.2731,45.52,36,0,6.04
203,Boffa,GN,2021-10-30 18:21:35,10.1667,-14.0333,79.5,86,97,2.55
204,Hobyo,SO,2021-10-30 18:21:35,5.3505,48.5268,80.82,68,12,14.25
205,Chokurdakh,RU,2021-10-30 18:18:36,70.6333,147.9167,-2.76,98,100,5.79
206,Sandwick,GB,2021-10-30 18:18:50,60.0,-1.25,49.42,90,100,19.73
207,Vaitape,PF,2021-10-30 18:17:11,-16.5167,-151.75,78.33,67,19,17.36
208,Ugoofaaru,MV,2021-10-30 18:21:36,5.6667,73.0,81.48,74,92,8.63
209,At-Bashi,KG,2021-10-30 18:21:36,41.1702,75.8106,26.08,51,2,3.65
210,Bulaevo,KZ,2021-10-30 18:21:36,54.9056,70.4439,31.28,98,100,14.32
211,Zhezkazgan,KZ,2021-10-30 18:21:37,47.8043,67.7144,43.32,59,100,11.77
212,Caravelas,BR,2021-10-30 18:21:37,-17.7125,-39.2481,79.74,69,76,9.73
213,Lunenburg,CA,2021-10-30 18:21:38,44.3835,-64.3155,54.05,80,51,11.79
214,Bubaque,GW,2021-10-30 18:21:38,11.2833,-15.8333,78.69,79,100,6.55
215,Naze,JP,2021-10-30 18:19:46,28.3667,129.4833,67.42,77,3,6.31
216,Shangrao,CN,2021-10-30 18:21:39,28.4532,117.9686,59.45,80,0,3.22
217,Hunterville,NZ,2021-10-30 18:21:39,-39.9333,175.5667,61.25,97,100,7.9
218,Ryotsu,JP,2021-10-30 18:21:40,38.0833,138.4333,58.93,71,100,4.88
219,Kudahuvadhoo,MV,2021-10-30 18:20:16,2.6708,72.8944,82.6,77,18,13.24
220,Biak,ID,2021-10-30 18:20:19,-0.9131,122.8766,76.03,86,94,3.11
221,Condado,CU,2021-10-30 18:21:40,21.8767,-79.8403,84.36,59,92,11.21
222,Honningsvag,NO,2021-10-30 18:21:41,70.9821,25.9704,42.4,60,76,4.65
223,Klaksvik,FO,2021-10-30 18:17:40,62.2266,-6.589,46.45,93,100,19.71
224,Torbay,CA,2021-10-30 18:18:42,47.6666,-52.7314,52.57,52,20,6.91
225,Whitehorse,CA,2021-10-30 18:21:56,60.7161,-135.0538,31.23,79,100,9.66
226,Kandi,BJ,2021-10-30 18:21:57,11.1342,2.9386,84.96,24,50,5.59
227,Ancud,CL,2021-10-30 18:18:59,-41.8697,-73.8203,60.33,46,0,2.84
228,Abu Kamal,SY,2021-10-30 18:21:57,34.4506,40.9171,76.46,34,100,13.22
229,Shingu,JP,2021-10-30 18:21:58,33.7333,135.9833,59.74,85,90,6.38
230,Pozo Colorado,PY,2021-10-30 18:21:58,-23.4923,-58.7972,76.73,76,100,5.86
231,Batagay,RU,2021-10-30 18:21:58,67.6333,134.6333,-4.29,100,94,3.11
232,Saint George,US,2021-10-30 18:19:33,37.1041,-113.5841,77.47,27,8,3.11
233,Machilipatnam,IN,2021-10-30 18:21:59,16.1667,81.1333,78.57,89,86,7.81
234,Kichera,RU,2021-10-30 18:21:59,55.9375,110.0997,23.56,71,95,2.57
235,Ostrovnoy,RU,2021-10-30 18:18:47,68.0531,39.5131,33.08,86,100,11.83
236,Qui Nhon,VN,2021-10-30 18:22:00,13.7667,109.2333,76.5,89,30,5.44
237,Kalianget,ID,2021-10-30 18:22:00,-7.05,113.9333,82.4,76,100,4.12
238,Tabuk,PH,2021-10-30 18:22:01,17.4189,121.4443,70.12,91,21,3.58
239,Kieta,PG,2021-10-30 18:21:27,-6.2167,155.6333,78.4,86,81,4.47
240,Olinda,BR,2021-10-30 18:22:01,-8.0089,-34.8553,83.93,54,20,12.66
241,Bondo,CD,2021-10-30 18:22:02,3.8146,23.6866,70.72,94,76,2.57
242,Shitanjing,CN,2021-10-30 18:22:03,39.2342,106.3439,39.2,45,0,1.25
243,Samarai,PG,2021-10-30 18:22:03,-10.6167,150.6667,81.68,81,67,11.3
